topicid,title,year,weight
139,ACM SIGMOD Record,1993,0.2683
139,ACM SIGMOD Record,1995,0.4448
139,ACM SIGMOD Record,1996,0.5026625
139,ACM SIGMOD Record,1997,0.2382
139,ACM SIGMOD Record,1998,0.4427
144,ACM SIGMOD Record,2001,0.3074
150,ACM SIGMOD Record,1980,0.2824
150,ACM SIGMOD Record,1986,0.2575
150,ACM SIGMOD Record,2005,0.2005
150,ACM SIGMOD Record,2006,0.308666667
150,ACM SIGMOD Record,2009,0.43075
170,ACM SIGMOD Record,2000,0.2091
177,ACM SIGMOD Record,1980,0.6907
177,ACM SIGMOD Record,1986,0.3299
177,ACM SIGMOD Record,1989,0.203
177,ACM SIGMOD Record,1991,0.371
177,ACM SIGMOD Record,1992,0.2241
177,ACM SIGMOD Record,1993,0.292075
177,ACM SIGMOD Record,1994,0.344775
177,ACM SIGMOD Record,1995,0.3124
177,ACM SIGMOD Record,1996,0.2218
177,ACM SIGMOD Record,1997,0.2548
177,ACM SIGMOD Record,1998,0.3185
180,ACM SIGMOD Record,1989,0.358566667
180,ACM SIGMOD Record,1990,0.28785
180,ACM SIGMOD Record,1993,0.2129
180,ACM SIGMOD Record,1994,0.332633333
180,ACM SIGMOD Record,1995,0.2477
180,ACM SIGMOD Record,1999,0.22795
191,ACM SIGMOD Record,1993,0.27495
191,ACM SIGMOD Record,2001,0.2551
191,ACM SIGMOD Record,2009,0.4298
194,ACM SIGMOD Record,1980,0.2514
194,ACM SIGMOD Record,1985,0.2724
194,ACM SIGMOD Record,1988,0.4107
194,ACM SIGMOD Record,1991,0.4453
194,ACM SIGMOD Record,1993,0.381266667
194,ACM SIGMOD Record,1994,0.320866667
194,ACM SIGMOD Record,1995,0.41668
194,ACM SIGMOD Record,1996,0.55798
194,ACM SIGMOD Record,1997,0.386544444
194,ACM SIGMOD Record,1998,0.477886667
194,ACM SIGMOD Record,1999,0.483328571
194,ACM SIGMOD Record,2000,0.406084211
194,ACM SIGMOD Record,2001,0.36625
194,ACM SIGMOD Record,2005,0.393433333
194,ACM SIGMOD Record,2006,0.4153
194,ACM SIGMOD Record,2008,0.31735
194,ACM SIGMOD Record,2011,0.2349
197,ACM SIGMOD Record,1990,0.2175
197,ACM SIGMOD Record,1993,0.2097
197,ACM SIGMOD Record,1994,0.2255
197,ACM SIGMOD Record,1998,0.248
197,ACM SIGMOD Record,2008,0.4816
206,ACM SIGMOD Record,1980,0.295925
208,ACM SIGMOD Record,1977,0.2931
208,ACM SIGMOD Record,1989,0.2135
208,ACM SIGMOD Record,1990,0.25945
208,ACM SIGMOD Record,1993,0.2255
208,ACM SIGMOD Record,1998,0.2659
208,ACM SIGMOD Record,2001,0.2898
214,ACM SIGMOD Record,1994,0.265
220,ACM SIGMOD Record,1990,0.236
220,ACM SIGMOD Record,1991,0.2249
220,ACM SIGMOD Record,1992,0.307466667
220,ACM SIGMOD Record,1993,0.275933333
220,ACM SIGMOD Record,1994,0.278
220,ACM SIGMOD Record,1995,0.259675
220,ACM SIGMOD Record,1996,0.21675
220,ACM SIGMOD Record,1998,0.2964
220,ACM SIGMOD Record,1999,0.3449
220,ACM SIGMOD Record,2000,0.2582
220,ACM SIGMOD Record,2005,0.399385714
220,ACM SIGMOD Record,2006,0.3686125
220,ACM SIGMOD Record,2007,0.4604375
220,ACM SIGMOD Record,2008,0.387916667
220,ACM SIGMOD Record,2009,0.211
220,ACM SIGMOD Record,2011,0.475375
221,ACM SIGMOD Record,1977,0.5301
221,ACM SIGMOD Record,1980,0.3502
221,ACM SIGMOD Record,1996,0.2993
221,ACM SIGMOD Record,1998,0.2013
233,ACM SIGMOD Record,1980,0.2343
233,ACM SIGMOD Record,1991,0.2593
233,ACM SIGMOD Record,2001,0.2177
244,ACM SIGMOD Record,1980,0.48145
244,ACM SIGMOD Record,1986,0.6825
244,ACM SIGMOD Record,1987,0.4025
244,ACM SIGMOD Record,1988,0.2648
244,ACM SIGMOD Record,1989,0.318833333
244,ACM SIGMOD Record,1990,0.3055
244,ACM SIGMOD Record,1993,0.3014
244,ACM SIGMOD Record,1998,0.2683
248,ACM SIGMOD Record,1988,0.201
248,ACM SIGMOD Record,1997,0.2181
